AÑO;MES;DIA;HORA;VERANO(1)/INVIERNO(0);COEF. PERFIL A;COEF. PERFIL B;COEF. PERFIL C;COEF. PERFIL D;
2018;07;01;1;1;0.000108623408;0.000141186438;0.000108788004;0.000169670658;
2018;07;01;2;1;0.000093920748;0.000132416192;0.000098898641;0.000166925931;
2018;07;01;3;1;0.000083105416;0.000124901005;0.000092998867;0.000160624428;
2018;07;01;4;1;0.000076466492;0.000121403218;0.000089832926;0.000155795775;
2018;07;01;5;1;0.000072888906;0.000119053920;0.000088621741;0.000152533831;
2018;07;01;6;1;0.000071021965;0.000117461673;0.000088811473;0.000149169312;
2018;07;01;7;1;0.000070922214;0.000102724671;0.000086841470;0.000130625231;
2018;07;01;8;1;0.000072936169;0.000054044307;0.000077962735;0.000049913237;
2018;07;01;9;1;0.000082208523;0.000054363871;0.000082795401;0.000046650111;
2018;07;01;10;1;0.000096981998;0.000061775878;0.000090487045;0.000049393236;
2018;07;01;11;1;0.000111093779;0.000068668732;0.000099003067;0.000054069741;
2018;07;01;12;1;0.000119903234;0.000072084159;0.000104652576;0.000057028001;
2018;07;01;13;1;0.000125992074;0.000072848041;0.000108452401;0.000056615656;
2018;07;01;14;1;0.000133466660;0.000073126732;0.000110752445;0.000057212592;
2018;07;01;15;1;0.000137388794;0.000073741234;0.000110004723;0.000057437156;
2018;07;01;16;1;0.000131356945;0.000069991570;0.000107723990;0.000054417084;
2018;07;01;17;1;0.000126866094;0.000067055852;0.000104019171;0.000053433384;
2018;07;01;18;1;0.000125366386;0.000065908416;0.000101060568;0.000052423435;
2018;07;01;19;1;0.000127163737;0.000065718459;0.000101066378;0.000052455998;
2018;07;01;20;1;0.000129268379;0.000066687699;0.000103480648;0.000054960502;
2018;07;01;21;1;0.000133676163;0.000069699734;0.000106027072;0.000058623402;
2018;07;01;22;1;0.000144447724;0.000093900035;0.000112211386;0.000083319014;
2018;07;01;23;1;0.000147041086;0.000149183161;0.000117557945;0.000210915942;
2018;07;01;24;1;0.000130550124;0.000151535287;0.000108880091;0.000183244831;
2018;07;02;1;1;0.000106889150;0.000141249783;0.000096998756;0.000171622416;
2018;07;02;2;1;0.000088851953;0.000130647838;0.000090261307;0.000169949141;
2018;07;02;3;1;0.000078201142;0.000123147826;0.000086805496;0.000165302251;
2018;07;02;4;1;0.000073146652;0.000119944509;0.000084593792;0.000159212274;
2018;07;02;5;1;0.000070501185;0.000118056221;0.000084228985;0.000155337423;
2018;07;02;6;1;0.000069995608;0.000117191719;0.000086184146;0.000153504468;
2018;07;02;7;1;0.000074312184;0.000105280609;0.000092007890;0.000133875357;
2018;07;02;8;1;0.000085723810;0.000061090555;0.000101391606;0.000053035958;
2018;07;02;9;1;0.000103316283;0.000066279450;0.000135842011;0.000050778875;
2018;07;02;10;1;0.000122754872;0.000072401012;0.000158917723;0.000057610873;
2018;07;02;11;1;0.000138029995;0.000076139841;0.000174298661;0.000059567778;
2018;07;02;12;1;0.000144960689;0.000077414036;0.000180691694;0.000063551147;
2018;07;02;13;1;0.000151733473;0.000078173103;0.000183888556;0.000063020410;
2018;07;02;14;1;0.000159537047;0.000079727494;0.000178926262;0.000064665207;
2018;07;02;15;1;0.000156716960;0.000080269070;0.000162688013;0.000063039280;
2018;07;02;16;1;0.000150533757;0.000076058510;0.000154834309;0.000060124579;
2018;07;02;17;1;0.000150569384;0.000073620879;0.000154101542;0.000058676082;
2018;07;02;18;1;0.000154213487;0.000073231421;0.000157050228;0.000060327057;
2018;07;02;19;1;0.000155901157;0.000072928067;0.000154442687;0.000058475492;
2018;07;02;20;1;0.000152692971;0.000072363392;0.000147091307;0.000057573260;
2018;07;02;21;1;0.000148955154;0.000073682289;0.000135311690;0.000061005579;
2018;07;02;22;1;0.000152435239;0.000097028985;0.000124894109;0.000088400294;
2018;07;02;23;1;0.000152090524;0.000151993556;0.000121912112;0.000219578342;
2018;07;02;24;1;0.000132174943;0.000152900443;0.000110485973;0.000189360507;
2018;07;03;1;1;0.000111317891;0.000144266936;0.000102239947;0.000174238648;
2018;07;03;2;1;0.000092271278;0.000133974344;0.000095346365;0.000176274853;
2018;07;03;3;1;0.000081643425;0.000126220675;0.000091340897;0.000169928438;
2018;07;03;4;1;0.000076205669;0.000123004301;0.000089103039;0.000163117538;
2018;07;03;5;1;0.000073612221;0.000121261256;0.000088543955;0.000159058591;
2018;07;03;6;1;0.000073050080;0.000120254202;0.000090633245;0.000156952684;
2018;07;03;7;1;0.000077843889;0.000107954467;0.000096207432;0.000136173189;
2018;07;03;8;1;0.000089758313;0.000063557230;0.000105615057;0.000055195704;
2018;07;03;9;1;0.000107401248;0.000068235830;0.000139864088;0.000053231041;
2018;07;03;10;1;0.000127615889;0.000074735328;0.000163482800;0.000056399344;
2018;07;03;11;1;0.000142956259;0.000078209876;0.000179862348;0.000060352670;
2018;07;03;12;1;0.000150068229;0.000078684637;0.000186258685;0.000064383444;
2018;07;03;13;1;0.000157169626;0.000079689820;0.000189574240;0.000062900069;
2018;07;03;14;1;0.000164879858;0.000081374733;0.000184249347;0.000063308313;
2018;07;03;15;1;0.000161421376;0.000081523536;0.000167711141;0.000063714908;
2018;07;03;16;1;0.000154912215;0.000077372066;0.000159605860;0.000060629183;
2018;07;03;17;1;0.000154710903;0.000074681073;0.000159523234;0.000059558862;
2018;07;03;18;1;0.000158868232;0.000074446352;0.000162643763;0.000061749613;
2018;07;03;19;1;0.000160431816;0.000074142831;0.000159904697;0.000060021094;
2018;07;03;20;1;0.000157221124;0.000073777915;0.000152600488;0.000061026082;
2018;07;03;21;1;0.000153075691;0.000075120629;0.000140626562;0.000062550572;
2018;07;03;22;1;0.000155951259;0.000099639643;0.000130046840;0.000089143593;
2018;07;03;23;1;0.000155575036;0.000155509114;0.000126714797;0.000223973910;
2018;07;03;24;1;0.000135656619;0.000156598936;0.000114511216;0.000193185957;
2018;07;04;1;1;0.000110298350;0.000143833508;0.000101340298;0.000175565326;
2018;07;04;2;1;0.000091415182;0.000133475327;0.000094484629;0.000177058951;
2018;07;04;3;1;0.000080879231;0.000125688102;0.000090500364;0.000170319270;
2018;07;04;4;1;0.000075495618;0.000122516869;0.000088290690;0.000163674625;
2018;07;04;5;1;0.000072910257;0.000120621107;0.000087698022;0.000158691255;
2018;07;04;6;1;0.000072352986;0.000119614602;0.000089766138;0.000156565558;
2018;07;04;7;1;0.000077099775;0.000107369598;0.000095283844;0.000135777770;
2018;07;04;8;1;0.000088890196;0.000063169700;0.000104577354;0.000054871715;
