AÑO;MES;DIA;HORA;VERANO(1)/INVIERNO(0);COEF. PERFIL P2.0TD;COEF. PERFIL P3.0TD;COEF. PERFIL P3.0TDVE;RESERVADO;
2021;10;01;1;1;0.000083127359;0.000080167907;0.000073952201;;
2021;10;01;2;1;0.000070078332;0.000075793162;0.000074941702;;
2021;10;01;3;1;0.000062641503;0.000073718006;0.000046213182;;
2021;10;01;4;1;0.000059173670;0.000072982614;0.000050113900;;
2021;10;01;5;1;0.000057613784;0.000072732550;0.000036601131;;
2021;10;01;6;1;0.000058338967;0.000074770617;0.000041406288;;
2021;10;01;7;1;0.000065937061;0.000082979496;0.000044022391;;
2021;10;01;8;1;0.000085789478;0.000102116729;0.000063489527;;
2021;10;01;9;1;0.000094025929;0.000123080899;0.000097566562;;
2021;10;01;10;1;0.000095956386;0.000139880318;0.000129159428;;
2021;10;01;11;1;0.000100271508;0.000145985187;0.000195108820;;
2021;10;01;12;1;0.000101075180;0.000147549459;0.000193562073;;
2021;10;01;13;1;0.000104377458;0.000149806213;0.000191149079;;
2021;10;01;14;1;0.000110876647;0.000144291171;0.000232624806;;
2021;10;01;15;1;0.000110486030;0.000128824424;0.000272293391;;
2021;10;01;16;1;0.000101532324;0.000121065263;0.000249461951;;
2021;10;01;17;1;0.000096455189;0.000119551428;0.000241731690;;
2021;10;01;18;1;0.000096564550;0.000119436118;0.000194782458;;
2021;10;01;19;1;0.000097397092;0.000116931102;0.000214964812;;
2021;10;01;20;1;0.000106042075;0.000121722509;0.000180814866;;
2021;10;01;21;1;0.000125536901;0.000128144153;0.000182080386;;
2021;10;01;22;1;0.000129851336;0.000116406058;0.000175858680;;
2021;10;01;23;1;0.000117071118;0.000102866129;0.000138500667;;
2021;10;01;24;1;0.000101458164;0.000093230757;0.000096783641;;
2021;10;02;1;1;0.000086757284;0.000085688443;0.000064586724;;
2021;10;02;2;1;0.000073767938;0.000079218855;0.000023945630;;
2021;10;02;3;1;0.000065384280;0.000076182587;0.000030520638;;
2021;10;02;4;1;0.000060857587;0.000074759307;0.000017483149;;
2021;10;02;5;1;0.000058634959;0.000074312811;0.000045110991;;
2021;10;02;6;1;0.000058257569;0.000075370231;0.000036777109;;
2021;10;02;7;1;0.000060351722;0.000077916679;0.000041799251;;
2021;10;02;8;1;0.000066853501;0.000083380336;0.000013645131;;
2021;10;02;9;1;0.000076710674;0.000082883067;0.000012573533;;
2021;10;02;10;1;0.000094804475;0.000089926456;0.000034249591;;
2021;10;02;11;1;0.000107810941;0.000099155781;0.000064427456;;
2021;10;02;12;1;0.000110273470;0.000103567795;0.000099639581;;
2021;10;02;13;1;0.000111799510;0.000106205001;0.000110817786;;
2021;10;02;14;1;0.000118693069;0.000103467482;0.000118410725;;
2021;10;02;15;1;0.000118020081;0.000097265934;0.000137683911;;
2021;10;02;16;1;0.000103612179;0.000094234261;0.000119679677;;
2021;10;02;17;1;0.000094501837;0.000092726130;0.000112185415;;
2021;10;02;18;1;0.000092011556;0.000093444618;0.000093853990;;
2021;10;02;19;1;0.000092778228;0.000093593210;0.000075032642;;
2021;10;02;20;1;0.000101154897;0.000103993298;0.000080534320;;
2021;10;02;21;1;0.000119813132;0.000115870543;0.000094383730;;
2021;10;02;22;1;0.000125373394;0.000109006324;0.000103891350;;
2021;10;02;23;1;0.000114117140;0.000099999111;0.000101945508;;
2021;10;02;24;1;0.000101198819;0.000091938392;0.000063357589;;
2021;10;03;1;1;0.000086269995;0.000084235814;0.000054249359;;
2021;10;03;2;1;0.000073983970;0.000077106533;0.000053094942;;
2021;10;03;3;1;0.000065124947;0.000073951902;0.000043277685;;
2021;10;03;4;1;0.000061279240;0.000072786712;0.000029766292;;
2021;10;03;5;1;0.000058550799;0.000072370385;0.000050444495;;
2021;10;03;6;1;0.000057844016;0.000073216060;0.000041703908;;
2021;10;03;7;1;0.000059018816;0.000074749361;0.000029535409;;
2021;10;03;8;1;0.000063121527;0.000076079779;0.000022452235;;
2021;10;03;9;1;0.000068689136;0.000070301179;0.000019826525;;
2021;10;03;10;1;0.000085560008;0.000073282625;0.000042482550;;
2021;10;03;11;1;0.000102820818;0.000078560205;0.000049185238;;
2021;10;03;12;1;0.000110519191;0.000083097315;0.000076481313;;
2021;10;03;13;1;0.000112792896;0.000086291038;0.000095029733;;
2021;10;03;14;1;0.000117413916;0.000086876406;0.000130208828;;
