AÑO;MES;DIA;HORA;VERANO(1)/INVIERNO(0);COEF. PERFIL P2.0TD;COEF. PERFIL P3.0TD;COEF. PERFIL P3.0TDVE;RESERVADO;
2021;09;01;1;1;0.000091913882;0.000088962690;0.000075055964;;
2021;09;01;2;1;0.000077926300;0.000083132599;0.000037654269;;
2021;09;01;3;1;0.000070396920;0.000080370503;0.000026442641;;
2021;09;01;4;1;0.000066351466;0.000079173217;0.000020887607;;
2021;09;01;5;1;0.000064428153;0.000078675214;0.000020031514;;
2021;09;01;6;1;0.000064302656;0.000080880232;0.000024727796;;
2021;09;01;7;1;0.000070086730;0.000088983533;0.000025012274;;
2021;09;01;8;1;0.000084047495;0.000104740246;0.000023500552;;
2021;09;01;9;1;0.000090907003;0.000126637686;0.000086102755;;
2021;09;01;10;1;0.000097552891;0.000148833093;0.000145242833;;
2021;09;01;11;1;0.000104091304;0.000159470008;0.000196328191;;
2021;09;01;12;1;0.000106851638;0.000163655736;0.000219418776;;
2021;09;01;13;1;0.000111516732;0.000167979229;0.000196463252;;
2021;09;01;14;1;0.000119791924;0.000163099611;0.000180169302;;
2021;09;01;15;1;0.000119705957;0.000147777671;0.000207277143;;
2021;09;01;16;1;0.000111054415;0.000140958903;0.000202801531;;
2021;09;01;17;1;0.000106548081;0.000140580866;0.000203683147;;
2021;09;01;18;1;0.000107533436;0.000140951603;0.000206293433;;
2021;09;01;19;1;0.000108050041;0.000135614745;0.000196006492;;
2021;09;01;20;1;0.000109579997;0.000128062292;0.000186407083;;
2021;09;01;21;1;0.000126756459;0.000131222782;0.000190532814;;
2021;09;01;22;1;0.000142674184;0.000125557437;0.000174003837;;
2021;09;01;23;1;0.000128412845;0.000110193491;0.000139958984;;
2021;09;01;24;1;0.000108774801;0.000097518367;0.000102917805;;
2021;09;02;1;1;0.000090137988;0.000087595555;0.000074301373;;
2021;09;02;2;1;0.000076545232;0.000081912627;0.000037275704;;
2021;09;02;3;1;0.000069100092;0.000079167395;0.000026176794;;
2021;09;02;4;1;0.000065311832;0.000078082401;0.000020677609;;
2021;09;02;5;1;0.000063377843;0.000077570270;0.000019830123;;
2021;09;02;6;1;0.000063415670;0.000079832122;0.000024479190;;
2021;09;02;7;1;0.000069155162;0.000087849998;0.000024760808;;
2021;09;02;8;1;0.000083285011;0.000103593340;0.000023264284;;
2021;09;02;9;1;0.000090121152;0.000125273896;0.000085237103;;
2021;09;02;10;1;0.000096702693;0.000147225867;0.000143782604;;
2021;09;02;11;1;0.000102900948;0.000157564078;0.000194354365;;
2021;09;02;12;1;0.000105532725;0.000161636899;0.000217212803;;
2021;09;02;13;1;0.000110356195;0.000166044860;0.000194488068;;
2021;09;02;14;1;0.000118627928;0.000161268974;0.000178357933;;
2021;09;02;15;1;0.000118701934;0.000146202554;0.000205193239;;
2021;09;02;16;1;0.000109973676;0.000139376026;0.000200762624;;
2021;09;02;17;1;0.000105929882;0.000139235394;0.000201635376;;
2021;09;02;18;1;0.000107138774;0.000139729102;0.000204219420;;
2021;09;02;19;1;0.000107933836;0.000134585913;0.000194035900;;
2021;09;02;20;1;0.000109521615;0.000127117830;0.000184533001;;
2021;09;02;21;1;0.000126423335;0.000130139378;0.000188617252;;
2021;09;02;22;1;0.000142142232;0.000124466734;0.000172254453;;
2021;09;02;23;1;0.000128011278;0.000109265552;0.000138551877;;
2021;09;02;24;1;0.000108446394;0.000096701619;0.000101883099;;
2021;09;03;1;1;0.000090722659;0.000090196651;0.000060195191;;
2021;09;03;2;1;0.000077173845;0.000083929863;0.000028931734;;
2021;09;03;3;1;0.000069396014;0.000081343929;0.000026696302;;
2021;09;03;4;1;0.000065445081;0.000079904286;0.000015625803;;
2021;09;03;5;1;0.000063552390;0.000079648398;0.000018144182;;
2021;09;03;6;1;0.000063504967;0.000081382804;0.000036058748;;
2021;09;03;7;1;0.000069231046;0.000089237960;0.000033515185;;
2021;09;03;8;1;0.000083128884;0.000104890268;0.000037039434;;
2021;09;03;9;1;0.000090352852;0.000126108382;0.000097619789;;
2021;09;03;10;1;0.000097277532;0.000147626695;0.000151070168;;
2021;09;03;11;1;0.000104040272;0.000157908658;0.000213811885;;
2021;09;03;12;1;0.000106788185;0.000161838449;0.000214485922;;
2021;09;03;13;1;0.000111002129;0.000165918593;0.000184123156;;
2021;09;03;14;1;0.000119156805;0.000161694850;0.000195272169;;
2021;09;03;15;1;0.000119799102;0.000146231814;0.000229773966;;
2021;09;03;16;1;0.000111107270;0.000135625563;0.000224316490;;
2021;09;03;17;1;0.000106746846;0.000133387930;0.000176110266;;
2021;09;03;18;1;0.000107268803;0.000132764029;0.000155816573;;
2021;09;03;19;1;0.000107691868;0.000129998202;0.000147107424;;
2021;09;03;20;1;0.000107663161;0.000126073191;0.000153086353;;
2021;09;03;21;1;0.000120120067;0.000132066540;0.000146940026;;
2021;09;03;22;1;0.000133849782;0.000128680373;0.000135804345;;
2021;09;03;23;1;0.000123148327;0.000115366210;0.000118117916;;
2021;09;03;24;1;0.000108067353;0.000104019432;0.000079157106;;
2021;09;04;1;1;0.000094698047;0.000096455093;0.000061091862;;
2021;09;04;2;1;0.000081706365;0.000087771867;0.000028723319;;
2021;09;04;3;1;0.000073104246;0.000083557315;0.000038757054;;
2021;09;04;4;1;0.000067987601;0.000081649148;0.000030001298;;
2021;09;04;5;1;0.000065321965;0.000080807236;0.000032267249;;
2021;09;04;6;1;0.000064560908;0.000081891196;0.000026594740;;
2021;09;04;7;1;0.000065957606;0.000084659174;0.000040773237;;
2021;09;04;8;1;0.000069350386;0.000086729239;0.000025841274;;
2021;09;04;9;1;0.000077066675;0.000087260075;0.000035557248;;
2021;09;04;10;1;0.000094754153;0.000098340079;0.000056063200;;
2021;09;04;11;1;0.000107934961;0.000109405899;0.000041475362;;
2021;09;04;12;1;0.000112537655;0.000114710960;0.000073735673;;
2021;09;04;13;1;0.000115777205;0.000118263286;0.000122447369;;
2021;09;04;14;1;0.000123704219;0.000117094188;0.000153361708;;
2021;09;04;15;1;0.000124318572;0.000111379591;0.000142252583;;
2021;09;04;16;1;0.000111989431;0.000108145599;0.000141990326;;
2021;09;04;17;1;0.000104199885;0.000105642446;0.000101096369;;
2021;09;04;18;1;0.000102319450;0.000105175311;0.000086475228;;
2021;09;04;19;1;0.000102351252;0.000105190557;0.000109112533;;
2021;09;04;20;1;0.000102378632;0.000107938310;0.000145610575;;
2021;09;04;21;1;0.000115029325;0.000120339932;0.000107131041;;
2021;09;04;22;1;0.000130161946;0.000122475849;0.000127133294;;
2021;09;04;23;1;0.000120802544;0.000113439662;0.000093962717;;
2021;09;04;24;1;0.000108218741;0.000103765838;0.000083047856;;
2021;09;05;1;1;0.000096205279;0.000096337166;0.000072700897;;
2021;09;05;2;1;0.000084025475;0.000087824598;0.000046242561;;
2021;09;05;3;1;0.000075245737;0.000083474240;0.000048058674;;
2021;09;05;4;1;0.000069581992;0.000081401846;0.000048565890;;
2021;09;05;5;1;0.000066549466;0.000080744318;0.000023281194;;
2021;09;05;6;1;0.000065397113;0.000081202892;0.000037325429;;
2021;09;05;7;1;0.000066152961;0.000083014190;0.000048482763;;
2021;09;05;8;1;0.000067353295;0.000081098147;0.000027562939;;
2021;09;05;9;1;0.000072188282;0.000075842956;0.000029431183;;
2021;09;05;10;1;0.000089219111;0.000081881368;0.000035795329;;
2021;09;05;11;1;0.000104609030;0.000088617928;0.000051761348;;
2021;09;05;12;1;0.000112237854;0.000093756472;0.000067658329;;
2021;09;05;13;1;0.000116251841;0.000097789008;0.000072004884;;
2021;09;05;14;1;0.000123621736;0.000100183718;0.000114970269;;
2021;09;05;15;1;0.000124927787;0.000099414859;0.000145142550;;
2021;09;05;16;1;0.000112746636;0.000097290828;0.000113182334;;
